,Record Type,Make,Body Type,Registration Class
30984,VEH,FONT,trailer,1
30985,TRL,HAIRI,trailer,1
30986,TRL,BO/CA,trailer,1
30989,VEH,MKT,convertible,1
30990,VEH,AIRIS,trailer,1
30992,TRL,AVCO,trailer,1
30993,VEH,HYSQV,motorcycle,1
30994,TRL,CAYOT,trailer,1
30995,VEH,DA/WO,power shovel,1
30996,VEH,INTE,bus,1
30997,VEH,RO/HA,big truck,1
30998,TRL,FREU,trailer,1
30999,TRL,CERTA,trailer,1
31000,VEH,CR/CO,sedan,1
31001,VEH,SH/CO,3-door,1
31002,VEH,HDCUS,motorcycle,1
31003,TRL,MAXI,station wagon/sport utility vehicle,1
31004,TRL,FLAK,trailer,1
31006,VEH,SEAB,trailer,1
31007,TRL,CA/OC,trailer,1
31008,VEH,BARKA,truck,1
31009,TRL,MEMEN,trailer,1
31010,TRL,SI/EA,station wagon/sport utility vehicle,1
31013,TRL,FRUC,trailer,1
31014,TRL,SHDIS,trailer,1
31015,TRL,WIN,trailer,1
31017,TRL,ALCOR,trailer,1
31018,TRL,TPD,trailer,1
31019,VEH,ALF,convertible,1
31020,TRL,RWR,trailer,1
31021,TRL,NEAL,trailer,1
31022,VEH,PONBI,sedan,1
31025,TRL,RVMT,trailer,1
31026,TRL,RT/TR,trailer,1
31027,TRL,CCI,trailer,1
31028,VEH,LIN,convertible,1
31029,TRL,PHENO,trailer,1
31031,TRL,GALST,trailer,1
31032,TRL,WILS,sedan,1
31033,TRL,WIZCO,trailer,1
31034,TRL,STEMA,trailer,1
31035,TRL,ADAMS,trailer,1
31039,TRL,TRTO,trailer,1
31040,TRL,MAXL,trailer,1
31043,TRL,CARGP,trailer,1
31044,VEH,DUPLE,station wagon/sport utility vehicle,1
31045,VEH,FR/LN,lift boom,1
31046,TRL,MRTZ,trailer,1
31047,TRL,VERNG,trailer,1
31049,TRL,ALY,trailer,1
31050,VEH,HONDZ,sedan,1
31051,TRL,EXA,trailer,1
31052,TRL,BEAN,big truck,1
31053,TRL,ARIS,trailer,1
31054,TRL,STANT,trailer,1
31055,VEH,TURTL,trailer,1
31056,VEH,EZ/BE,trailer,1
31057,TRL,WEERO,trailer,1
31058,VEH,LELXU,station wagon/sport utility vehicle,1
31059,TRL,STAV,trailer,1
31062,VEH,TALBO,trailer,1
31063,TRL,ENONO,trailer,1
31065,TRL,FETH,trailer,1
31066,TRL,NWM,trailer,1
31070,TRL,FIBRO,trailer,1
31071,VEH,PEPIN,station wagon/sport utility vehicle,1
31072,TRL,HE/LU,trailer,1
31073,TRL,HUDUS,trailer,1
31074,VEH,LODSM,station wagon/sport utility vehicle,1
31075,VEH,GRAEX,snow plow,1
31076,VEH,FO/WI,big truck,1
31077,TRL,PO/TR,station wagon/sport utility vehicle,1
31078,TRL,HI,trailer,1
31079,VEH,OTHER,trailer,1
31080,TRL,TR/BO,station wagon/sport utility vehicle,1
31081,TRL,RIOUG,trailer,1
31083,VEH,MERCU,trailer,1
31084,TRL,BIGO,trailer,1
31086,TRL,EX/EN,trailer,1
31087,TRL,LAN,trailer,1
31088,TRL,PETE,trailer,1
31089,VEH,HA/DA,truck,1
31091,VEH,AS/WI,multi-wheeled vehicle,1
31092,VEH,AMEE,trailer,1
31094,TRL,XTEME,trailer,1
31095,TRL,EZ/TI,trailer,1
31097,VEH,SE/JE,big truck,1
31098,TRL,HC,station wagon/sport utility vehicle,1
31099,TRL,G&O,trailer,1
31100,VEH,REWAA,motorcycle,1
31101,TRL,JS/CA,trailer,1
31102,TRL,DIYTR,trailer,1
31103,TRL,HOMMA,trailer,1
31104,TRL,QUCA,trailer,1
31107,VEH,KAWAL,multi-wheeled vehicle,1
31108,TRL,DILLY,unknown,1
31109,VEH,RE/WE,3-door,1
31110,TRL,HOEM,trailer,1
31112,VEH,HAU,trailer,1
31113,VEH,SATUE,3-door,1
31114,TRL,MOAN,trailer,1
31115,VEH,COYOT,snow plow,1
31116,TRL,PONTO,trailer,1
31117,VEH,GFSTR,trailer,1
31118,TRL,SO/BL,trailer,1
31121,TRL,TIMP,trailer,1
31122,TRL,MASTA,trailer,1
31123,VEH,AMRCN,motorcycle,1
31125,TRL,WORLD,big truck,1
31126,TRL,MINIH,trailer,1
31128,VEH,TAYLO,lift boom,1
31129,VEH,BOMAG,power shovel,1
31130,VEH,NEW,power shovel,1
31131,VEH,FRON,motorcycle,1
31132,TRL,STARK,trailer,1
31134,VEH,SEDAN,sedan,1
31135,TRL,FRONT,big truck,1
31136,TRL,CGOM,trailer,1
31137,VEH,RE/HA,trailer,1
31139,TRL,TESK,trailer,1
31140,TRL,ROMEO,station wagon/sport utility vehicle,1
31142,TRL,DEAN,trailer,1
31143,VEH,WHIPP,truck,1
31144,TRL,SU/SP,trailer,1
31145,SNOW,AR/CB,snow plow,1
31146,TRL,ALSTA,trailer,1
31148,TRL,MYTR,trailer,1
31150,VEH,FREIH,van,1
31151,VEH,JGL,power shovel,1
31152,TRL,SOOF,trailer,1
31153,VEH,KZ/SP,trailer,1
31155,VEH,BMV,station wagon/sport utility vehicle,1
31157,VEH,DAEWO,big truck,1
31158,VEH,KENSW,van,1
31159,TRL,TLR,trailer,1
31160,VEH,CFORC,multi-wheeled vehicle,1
31161,TRL,PUGAL,trailer,1
31163,TRL,MN/HU,trailer,1
31164,VEH,CARTE,snow plow,1
31165,VEH,PTRBL,tractor,1
31167,TRL,EC/TR,station wagon/sport utility vehicle,1
31168,VEH,WO/CU,truck,1
31170,TRL,PONY,trailer,1
31172,TRL,GRRTD,trailer,1
31173,VEH,STFL,trailer,1
31176,TRL,HEARL,trailer,1
31177,TRL,HUBER,trailer,1
31178,VEH,WARFA,trailer,1
31179,TRL,SEAR,station wagon/sport utility vehicle,1
31180,TRL,PHNX,trailer,1
31182,TRL,PACKM,big truck,1
31183,VEH,KENCO,snow plow,1
31184,TRL,FE/RI,trailer,1
31185,TRL,GMP,trailer,1
31186,TRL,NICHO,station wagon/sport utility vehicle,1
31187,TRL,DUMPE,trailer,1
31188,TRL,QC,trailer,1
31190,TRL,FREM,trailer,1
31191,VEH,STRL,big truck,1
31192,VEH,PNZR,motorcycle,1
31193,TRL,BLEE,trailer,1
31194,VEH,PASSP,motorcycle,1
31195,TRL,BR/BL,trailer,1
31196,TRL,TETON,trailer,1
31197,VEH,PERIS,motorcycle,1
31198,TRL,NASH,trailer,1
31200,VEH,LQ/RO,sedan,1
31201,TRL,HI/EQ,big truck,1
31202,VEH,CHRIS,convertible,1
31203,TRL,KNAPH,trailer,1
31206,VEH,WECC,motorcycle,1
31208,TRL,BG/TO,trailer,1
31210,TRL,PEGUA,trailer,1
31212,TRL,DYNOW,trailer,1
31213,TRL,SA/EN,trailer,1
31214,TRL,TU/LI,trailer,1
31215,TRL,CR/CA,trailer,1
31216,TRL,RIVAL,trailer,1
31218,TRL,BIGTA,trailer,1
31219,TRL,MENTE,trailer,1
31220,VEH,TMC,bus,1
31221,TRL,CHAH,trailer,1
31222,TRL,HA/FR,trailer,1
31224,VEH,BRICK,convertible,1
31225,TRL,KENT,trailer,1
31226,TRL,EXISS,trailer,1
31228,VEH,BAKER,big truck,1
31229,TRL,LO/HA,station wagon/sport utility vehicle,1
31231,VEH,AIPAI,motorcycle,1
31232,TRL,JLG,big truck,1
31233,VEH,MGS,tractor,1
31234,TRL,JCE,trailer,1
31235,TRL,HELIT,trailer,1
31236,VEH,REEVE,trailer,1
31237,TRL,SIOUX,trailer,1
31238,TRL,PNEHL,trailer,1
31239,TRL,DEMO,trailer,1
31240,TRL,ASM,station wagon/sport utility vehicle,1
31241,VEH,BELL,trailer,1
31242,VEH,KODIA,snow plow,1
31244,TRL,WISDO,trailer,1
31245,VEH,REO,bus,1
31246,TRL,KI/TR,trailer,1
31247,VEH,SUZU,sedan,1
31248,TRL,ES/PA,trailer,1
31249,VEH,WINST,station wagon/sport utility vehicle,1
31250,TRL,LOPCK,trailer,1
31252,VEH,MACKB,big truck,1
31253,TRL,LAYT,station wagon/sport utility vehicle,1
31254,TRL,ATTEX,station wagon/sport utility vehicle,1
31255,TRL,MANIA,trailer,1
31258,TRL,BILTW,trailer,1
31259,VEH,MERRI,trailer,1
31260,TRL,HY/DR,trailer,1
31261,VEH,SATRC,van,1
31262,VEH,WH/GM,snow plow,1
31263,TRL,NOEST,trailer,1
31264,VEH,STUTZ,convertible,1
31265,VEH,TRAD,trailer,1
31266,TRL,HOBBS,trailer,1
31269,TRL,BENHO,trailer,1
31272,TRL,BLOOM,trailer,1
31274,VEH,PRKER,trailer,1
31275,VEH,WE/FA,motorcycle,1
31277,TRL,LUEDT,trailer,1
31278,SNOW,ARTCT,snow plow,1
31279,TRL,IZ/LO,trailer,1
31281,TRL,ANVIL,station wagon/sport utility vehicle,1
31282,VEH,KLAUR,snow plow,1
31283,VEH,UMCC,motorcycle,1
31284,TRL,MT/CL,trailer,1
31285,SNOW,JOHN,snow plow,1
31286,TRL,CALIC,big truck,1
31287,TRL,LAKEL,trailer,1
31288,TRL,KYBU,trailer,1
31289,VEH,DR/RO,trailer,1
31290,VEH,HAU,trailer,1
31291,TRL,EL/EL,trailer,1
31292,TRL,MI/MU,trailer,1
31293,TRL,MOWJ,trailer,1
31294,VEH,SMRT,3-door,1
31295,VEH,PAC,convertible,1
31297,VEH,GEEL,motorcycle,1
31299,TRL,COMMU,trailer,1
31301,TRL,ATTEX,trailer,1
31305,VEH,INF,sedan,1
31306,VEH,FORDP,truck,1
31307,VEH,BONNI,motorcycle,1
31310,TRL,WWIND,trailer,1
31311,VEH,GETTY,motorcycle,1
31313,TRL,JE/JA,big truck,1
31314,TRL,BR/RI,trailer,1
31315,TRL,PBTI,trailer,1
31316,VEH,HEART,trailer,1
31317,TRL,DO/EA,big truck,1
31318,VEH,VIE,trailer,1
31319,TRL,SAMC,trailer,1
31320,TRL,SUNBE,trailer,1
31321,VEH,MARMO,convertible,1
31322,VEH,JE/VA,trailer,1
31323,TRL,OU/SY,trailer,1
31324,TRL,DOWNC,trailer,1
31325,VEH,GYHWK,trailer,1
31326,TRL,AVANT,trailer,1
31327,TRL,MAURE,trailer,1
31328,TRL,CAMO,trailer,1
31329,VEH,COL,big truck,1
31331,TRL,HOSP,trailer,1
31333,TRL,FI/PR,trailer,1
31334,VEH,KENTW,station wagon/sport utility vehicle,1
31335,TRL,GR/AD,trailer,1
31336,TRL,AMLIT,trailer,1
31338,TRL,JAYS,trailer,1
31339,VEH,EASTL,trailer,1
31340,TRL,MECAN,trailer,1
31341,TRL,BEDFO,trailer,1
31343,VEH,DAYTO,motorcycle,1
31346,VEH,AMFRO,motorcycle,1
31347,TRL,TANTR,trailer,1
31348,TRL,ST/WE,trailer,1
31351,VEH,CA/ON,station wagon/sport utility vehicle,1
31352,TRL,MSFW,trailer,1
31353,TRL,ROBRN,trailer,1
31354,VEH,DUCAT,big truck,1
31355,TRL,IWE,trailer,1
31356,VEH,DO/FA,multi-wheeled vehicle,1
31357,TRL,MSATE,trailer,1
31358,VEH,GNTVC,trailer,1
31359,VEH,FARZA,trailer,1
31360,TRL,RE/EN,big truck,1
31361,TRL,AL/TR,trailer,1
31362,TRL,SHLA,trailer,1
31363,TRL,SLFX,trailer,1
31364,VEH,ISIZU,station wagon/sport utility vehicle,1
31365,VEH,CHI,trailer,1
31366,TRL,RPMC,trailer,1
31367,TRL,SKOOK,trailer,1
31368,TRL,VNTR,trailer,1
31369,TRL,PAMP,trailer,1
31370,TRL,CR/TR,trailer,1
31371,VEH,FRONT,big truck,1
31372,VEH,BREEZ,trailer,1
31373,TRL,OSHKO,trailer,1
31375,VEH,EA/BU,trailer,1
31376,VEH,FACUT,station wagon/sport utility vehicle,1
31377,TRL,BOBS,station wagon/sport utility vehicle,1
31378,VEH,SEQUE,trailer,1
31379,VEH,KARA,trailer,1
31380,TRL,MALI,trailer,1
31381,VEH,DITCH,trailer,1
31382,TRL,EZ/LT,trailer,1
31383,TRL,SPCN,trailer,1
31385,TRL,STAFF,trailer,1
31386,TRL,HI/OU,trailer,1
31387,VEH,C&B,trailer,1
31388,VEH,HARLD,motorcycle,1
31389,TRL,OUTDO,trailer,1
31392,TRL,ALDUR,trailer,1
31393,TRL,SH/RE,station wagon/sport utility vehicle,1
31394,VEH,MARCO,3-door,1
31396,TRL,CNT,trailer,1
31397,TRL,LO/CI,station wagon/sport utility vehicle,1
31399,VEH,SAVAN,3-door,1
31400,VEH,TR/TR,big truck,1
31401,TRL,SP/CT,trailer,1
31402,TRL,LAR,trailer,1
31403,VEH,DI/RE,tractor,1
31404,TRL,JB/EN,trailer,1
31405,TRL,DU/LI,station wagon/sport utility vehicle,1
31407,TRL,CTTRE,trailer,1
31408,TRL,TARA,trailer,1
31409,VEH,CFMO,motorcycle,1
31410,TRL,GCS,trailer,1
31412,TRL,CUTTE,trailer,1
31413,TRL,KZPE,trailer,1
31414,TRL,FETHE,trailer,1
31415,TRL,FREED,trailer,1
31417,VEH,FROD,convertible,1
31418,TRL,GEMCO,trailer,1
31419,VEH,KW,tow truck / wrecker,1
31420,VEH,DECAT,motorcycle,1
31421,TRL,DFH,trailer,1
31422,TRL,SHELF,trailer,1
31423,VEH,JMSTR,motorcycle,1
31426,TRL,TR/MA,trailer,1
31428,TRL,NE/SF,trailer,1
31429,TRL,PREIM,trailer,1
31430,VEH,CA/CS,motorcycle,1
31431,VEH,INTER,sedan,1
31433,TRL,MCI,trailer,1
31434,TRL,PICNI,trailer,1
31435,TRL,LARLE,trailer,1
31437,VEH,NE/HO,snow plow,1
31438,TRL,B&J,station wagon/sport utility vehicle,1
31439,TRL,WHWT,trailer,1
31440,TRL,FORES,trailer,1
31441,TRL,AMIDA,trailer,1
31443,TRL,TREDB,multi-wheeled vehicle,1
31445,VEH,TRUCO,trailer,1
31447,TRL,MACK,tractor,1
31448,VEH,CHOP,motorcycle,1
31449,TRL,MALI,trailer,1
31450,TRL,CIMCO,trailer,1
31451,TRL,LACRO,trailer,1
31452,TRL,TO/GO,station wagon/sport utility vehicle,1
31453,TRL,WELD,trailer,1
31454,TRL,MANR,trailer,1
31455,TRL,WSTRG,trailer,1
31456,TRL,VALUE,big truck,1
31457,VEH,HC,motorcycle,1
31458,TRL,HI/KI,big truck,1
31459,VEH,HEVRO,van,1
31460,VEH,CARTE,big truck,1
31464,VEH,FL,big truck,1
31466,VEH,MGSPR,convertible,1
31467,TRL,RIVS,trailer,1
31468,TRL,TIT,trailer,1
31469,TRL,DWTE,trailer,1
31470,VEH,BUICK,sedan,1
31473,VEH,TRI,trailer,1
31474,TRL,ANGLR,trailer,1
31475,TRL,SOULE,trailer,1
31476,TRL,RO/R,trailer,1
31477,VEH,HASCA,trailer,1
31478,VEH,WITZ,trailer,1
31483,VEH,TIUMP,convertible,1
31484,TRL,TOPRO,trailer,1
31486,VEH,SPEEZ,3-door,1
31487,TRL,SOLIT,trailer,1
31488,VEH,LOD,trailer,1
31490,TRL,MALLR,trailer,1
31493,TRL,GMP,trailer,1
31494,TRL,AUTO,station wagon/sport utility vehicle,1
31495,TRL,RE/DR,trailer,1
31497,VEH,ISUKU,truck,1
31498,VEH,VERME,truck,1
31499,VEH,LA/LO,station wagon/sport utility vehicle,1
31501,VEH,LAMBE,motorcycle,1
31502,VEH,CTSP,trailer,1
31503,TRL,LO/C,trailer,1
31504,TRL,CZRRY,trailer,1
31505,VEH,PLYMZ,sedan,1
31507,VEH,SUBN,bus,1
31508,TRL,FLE,trailer,1
31509,TRL,KE/LO,trailer,1
31510,TRL,APPLY,trailer,1
31511,VEH,DAF,3-door,1
31512,TRL,RD/HW,trailer,1
31514,VEH,TROPH,convertible,1
31515,VEH,DUCUT,motorcycle,1
31516,VEH,REXL,trailer,1
31517,VEH,CHERO,3-door,1
31518,VEH,GAMTI,trailer,1
31519,VEH,FOD,trailer,1
31520,VEH,WINNI,trailer,1
31521,TRL,SPRTO,trailer,1
31522,VEH,SUNRI,trailer,1
31524,VEH,CA/IH,tractor,1
31526,VEH,WORHO,van,1
31527,TRL,EVEY,trailer,1
31528,TRL,HHTR,trailer,1
31529,VEH,TIMPT,trailer,1
31530,VEH,ROADM,trailer,1
31531,VEH,HOYSU,motorcycle,1
31532,TRL,WESTC,trailer,1
31534,VEH,WOLKS,station wagon/sport utility vehicle,1
31535,VEH,TOYOT,van,1
31537,TRL,CRSS,trailer,1
31538,VEH,NTER,big truck,1
31539,VEH,STUDA,truck,1
31540,VEH,TJ/PS,multi-wheeled vehicle,1
31541,VEH,VITRA,trailer,1
31543,TRL,HERRI,trailer,1
31544,TRL,DE/BU,trailer,1
31545,TRL,MAXI,big truck,1
31547,TRL,GR/DA,big truck,1
31548,TRL,BARMA,trailer,1
31549,TRL,BG/TE,trailer,1
31551,VEH,BLAZE,trailer,1
31552,TRL,ELECT,trailer,1
31553,TRL,CABIN,trailer,1
31555,SNOW,XC/SP,snow plow,1
31557,TRL,CRAFT,trailer,1
31559,TRL,SH/MA,multi-wheeled vehicle,1
31560,TRL,TRIA,trailer,1
31561,VEH,KOMAY,power shovel,1
31562,TRL,SUNDU,trailer,1
31563,TRL,SDGTR,trailer,1
31564,TRL,VICKI,trailer,1
31565,TRL,SLE,trailer,1
31566,TRL,HAWLI,station wagon/sport utility vehicle,1
31568,TRL,KIEFR,trailer,1
31569,TRL,CAVCO,trailer,1
31570,TRL,TRMOB,trailer,1
31571,TRL,BIKEL,trailer,1
31572,TRL,MORB,trailer,1
31573,VEH,FFRTL,big truck,1
31574,VEH,MALLA,big truck,1
31575,VEH,JEP,station wagon/sport utility vehicle,1
31577,VEH,CATTE,power shovel,1
31578,VEH,MAXWE,sedan,1
31579,TRL,ROGER,big truck,1
31580,TRL,EBKO,trailer,1
31581,TRL,WOVLE,trailer,1
31582,TRL,TRICO,trailer,1
31583,TRL,SHAWD,trailer,1
31584,TRL,BRAY,big truck,1
31585,TRL,JAYLF,trailer,1
31586,VEH,TRUC,van,1
31587,VEH,MI/WI,trailer,1
31588,VEH,GI/DI,big truck,1
31589,VEH,KMT,trailer,1
31590,TRL,SO/VA,trailer,1
31591,TRL,RONCE,trailer,1
31592,TRL,SEALR,station wagon/sport utility vehicle,1
31593,TRL,MOMAN,trailer,1
31594,TRL,ROLI,trailer,1
31595,VEH,TH/RO,snow plow,1
31596,TRL,THATT,trailer,1
31597,TRL,WE/LO,trailer,1
31599,VEH,CINTR,3-door,1
31600,TRL,WI/XL,trailer,1
31601,TRL,CO/WA,multi-wheeled vehicle,1
31602,TRL,EAGEA,trailer,1
31603,VEH,ROYAL,station wagon/sport utility vehicle,1
31606,TRL,CHARO,trailer,1
31607,VEH,KARA,trailer,1
31608,VEH,BARGR,snow plow,1
31610,TRL,UTB,trailer,1
31611,VEH,FROST,trailer,1
31612,VEH,FL/EX,trailer,1
31613,VEH,AMC,sedan,1
31614,TRL,LACRO,trailer,1
31615,TRL,MTTI,trailer,1
31616,VEH,TRECA,tractor,1
31617,TRL,CRXP,trailer,1
31618,VEH,AUCRA,station wagon/sport utility vehicle,1
31619,VEH,BCW,convertible,1
31621,TRL,AM/MT,trailer,1
31622,TRL,EA/TI,trailer,1
31624,TRL,KOKA,trailer,1
31626,TRL,AU/RI,trailer,1
31628,TRL,TI/BR,trailer,1
31629,TRL,CYPR,trailer,1
31630,TRL,CAEX,trailer,1
31631,TRL,MAG,trailer,1
31632,TRL,MERHO,station wagon/sport utility vehicle,1
31633,VEH,INFNI,sedan,1
31634,VEH,FRIGH,van,1
31635,TRL,SIDE,trailer,1
31636,TRL,TILMA,station wagon/sport utility vehicle,1
31638,VEH,HISON,multi-wheeled vehicle,1
31640,TRL,CESM,trailer,1
31641,VEH,BUCIK,station wagon/sport utility vehicle,1
31642,TRL,DIXI,trailer,1
31644,VEH,SHANK,motorcycle,1
31646,TRL,SN/LA,trailer,1
31647,VEH,WORK,trailer,1
31648,VEH,MILLE,trailer,1
31649,TRL,SUSSE,trailer,1
31650,VEH,TADAN,power shovel,1
31651,VEH,AUTUN,3-door,1
31652,VEH,OSHKO,lift boom,1
31653,TRL,UNGER,trailer,1
31654,VEH,CLARK,unknown,1
31656,TRL,SPADO,trailer,1
31658,TRL,TW,station wagon/sport utility vehicle,1
31659,VEH,EL/PE,snow plow,1
31660,TRL,MCB,trailer,1
31662,TRL,LEONA,big truck,1
31664,VEH,ATM,trailer,1
31665,VEH,RAYMA,trailer,1
31666,TRL,BWALK,trailer,1
31667,SNOW,MUDDO,snow plow,1
31668,VEH,JO/HE,power shovel,1
31669,VEH,ROADT,station wagon/sport utility vehicle,1
31670,TRL,OP/RO,trailer,1
31672,VEH,MOVIL,snow plow,1
31673,TRL,SKIF,trailer,1
31675,VEH,BRAUN,station wagon/sport utility vehicle,1
31676,VEH,MA/PO,trailer,1
31680,VEH,SPORT,3-door,1
31682,TRL,BIGCO,trailer,1
31683,TRL,MXPRO,trailer,1
31686,VEH,DEJAN,truck,1
31687,TRL,BONZ,trailer,1
31688,TRL,JQTX,trailer,1
31689,TRL,HOMMA,unknown,1
31691,TRL,CO/JR,trailer,1
31692,TRL,CHAW,trailer,1
31693,TRL,HI/TL,trailer,1
31694,TRL,INM,trailer,1
31695,TRL,CURRI,trailer,1
31696,TRL,BP/MA,trailer,1
31697,VEH,TH/SY,trailer,1
31698,TRL,REIMA,trailer,1
31699,TRL,CAREX,trailer,1
31701,TRL,DROP,trailer,1
31702,TRL,EASY,big truck,1
31703,TRL,PATR,trailer,1
31704,TRL,BRADT,station wagon/sport utility vehicle,1
31705,TRL,BE/DE,trailer,1
31706,TRL,STRID,trailer,1
31707,TRL,JOH,trailer,1
31708,TRL,CL/SP,trailer,1
31709,VEH,HONDS,multi-wheeled vehicle,1
31710,VEH,FOU,trailer,1
31711,VEH,NIKE,station wagon/sport utility vehicle,1
31713,TRL,SL/RI,trailer,1
31714,TRL,FISK,big truck,1
31716,VEH,TYPHO,fire,1
31717,TRL,BULLE,trailer,1
31718,VEH,TOYOT,big truck,1
31720,TRL,UTILI,truck,1
31723,VEH,TRANS,big truck,1
31725,VEH,GMAC,big truck,1
31726,VEH,ROBO,motorcycle,1
31727,VEH,KOLMA,snow plow,1
31728,TRL,SPART,unknown,1
31730,TRL,NATW,trailer,1
31731,TRL,NUWE,trailer,1
31732,TRL,SUNSH,trailer,1
31733,TRL,TU/TR,trailer,1
31734,VEH,PINI,3-door,1
31735,VEH,EASYH,trailer,1
31737,VEH,FOED,3-door,1
31739,TRL,BANAN,trailer,1
31743,TRL,MUSTN,trailer,1
31744,TRL,INISP,trailer,1
31745,VEH,ANVIL,trailer,1
31746,TRL,ZZ,trailer,1
31748,TRL,BL/ST,trailer,1
31749,VEH,INNC,3-door,1
31750,TRL,LI/TI,trailer,1
31751,TRL,ITIIN,trailer,1
31752,TRL,HILLS,trailer,1
31753,TRL,ROAD,trailer,1
31755,TRL,CHINA,trailer,1
31756,TRL,FRUHA,trailer,1
31757,VEH,BROOK,tractor,1
31758,VEH,AM/TR,van,1
31759,VEH,ASTRO,van,1
31760,TRL,RIVE,trailer,1
31762,TRL,ST/WH,trailer,1
31763,TRL,SNBRS,trailer,1
31765,TRL,BAR,trailer,1
31766,TRL,PROCO,big truck,1
31767,VEH,FO/GU,trailer,1
31768,VEH,BM/HA,tractor,1
31769,VEH,TACOM,truck,1
31770,VEH,VENRU,trailer,1
31771,TRL,CAION,trailer,1
31772,VEH,ITASC,big truck,1
31773,TRL,GARWA,trailer,1
31775,TRL,DOWNL,trailer,1
31776,VEH,ENTE,trailer,1
31777,TRL,PJTLR,trailer,1
31778,TRL,CRSDR,trailer,1
31780,TRL,SP/DA,trailer,1
31781,TRL,STRAI,trailer,1
31784,VEH,RAMBU,station wagon/sport utility vehicle,1
31786,TRL,FWM,trailer,1
31787,TRL,HARKL,trailer,1
31788,TRL,WE/BE,trailer,1
31789,TRL,MARC,trailer,1
31790,TRL,ALING,trailer,1
31791,VEH,SYBAR,station wagon/sport utility vehicle,1
31792,TRL,LOHR,trailer,1
31793,TRL,MFH,trailer,1
31794,TRL,SE/KG,trailer,1
31795,TRL,TFI,station wagon/sport utility vehicle,1
31796,TRL,HMSTD,trailer,1
31797,TRL,MN/WD,trailer,1
31798,TRL,SEABI,trailer,1
31799,TRL,MO,trailer,1
31800,VEH,EXCAP,trailer,1
31801,VEH,PHAEH,trailer,1
31802,VEH,ARTCT,multi-wheeled vehicle,1
31804,VEH,GXR,motorcycle,1
31805,VEH,CROFT,3-door,1
31806,TRL,CGAC,trailer,1
31807,TRL,ST/SC,trailer,1
31808,TRL,HAMLI,trailer,1
31810,TRL,CEADA,trailer,1
31811,VEH,CROLT,trailer,1
31812,TRL,SUTRT,trailer,1
31813,TRL,CR/LO,trailer,1
31814,TRL,JAYMA,trailer,1
31817,TRL,PR/SL,trailer,1
31818,VEH,PR/ST,trailer,1
31819,TRL,CDR,trailer,1
31822,TRL,SIE,trailer,1
31823,TRL,TRLX,trailer,1
31824,TRL,CALEX,trailer,1
31825,TRL,FAITH,trailer,1
31826,TRL,NU/WA,trailer,1
31827,TRL,DILLE,big truck,1
31829,VEH,CT/CO,trailer,1
31830,VEH,JOH,motorcycle,1
31831,TRL,KIESE,trailer,1
31832,TRL,TSTR,trailer,1
31833,VEH,FRTLI,big truck,1
31834,VEH,GENER,sedan,1
31835,VEH,LODAL,station wagon/sport utility vehicle,1
31836,TRL,SU/DO,trailer,1
31837,VEH,AL/CO,trailer,1
31838,VEH,TANK,van,1
31839,VEH,STEWA,power shovel,1
31840,VEH,MI/CL,snow plow,1
31841,VEH,SPRIN,bus,1
31842,VEH,PACKE,sedan,1
31843,VEH,SUZIK,station wagon/sport utility vehicle,1
31845,VEH,FOAMT,trailer,1
31846,TRL,CANTW,trailer,1
31848,VEH,NISSO,3-door,1
31849,TRL,AP,trailer,1
31850,TRL,DU/SP,trailer,1
31851,VEH,KT/ST,trailer,1
31852,VEH,SCORP,multi-wheeled vehicle,1
31854,VEH,WHITE,snow plow,1
31855,VEH,PFI,trailer,1
31856,VEH,NISS,van,1
31857,VEH,MERCD,3-door,1
31858,TRL,FL/EX,trailer,1
31860,TRL,WOK,trailer,1
31863,VEH,KRAUS,motorcycle,1
31864,VEH,JOHND,big truck,1
31865,TRL,PAMO,trailer,1
31866,VEH,BOUND,trailer,1
31867,VEH,TERRA,tractor,1
31869,TRL,LASPO,trailer,1
31871,VEH,KOMAT,tractor,1
31873,TRL,RCBH,trailer,1
31874,VEH,GR/MF,tow truck / wrecker,1
31876,VEH,MESSE,3-door,1
31877,VEH,GM,convertible,1
31878,VEH,PROT,trailer,1
31879,VEH,COACH,3-door,1
31880,TRL,PLVA,trailer,1
31881,TRL,NA/WD,trailer,1
31882,VEH,ZASTA,3-door,1
31883,TRL,BALKA,trailer,1
31884,VEH,MC,big truck,1
31885,TRL,SOUTS,trailer,1
31886,VEH,ISUZU,power shovel,1
31888,VEH,CFOTO,multi-wheeled vehicle,1
31889,TRL,CMCO,trailer,1
31890,VEH,CHEVT,tow truck / wrecker,1
31891,TRL,FRWNS,trailer,1
31893,VEH,JIANG,multi-wheeled vehicle,1
31894,TRL,POLAM,trailer,1
31895,TRL,BOGE,trailer,1
31897,TRL,WOF,trailer,1
31899,TRL,SUBAR,trailer,1
31900,TRL,REISL,trailer,1
31901,TRL,AMES,trailer,1
31902,TRL,AL/TK,trailer,1
31904,TRL,TAGA,trailer,1
31905,TRL,PE/EA,trailer,1
31906,VEH,PI/HU,trailer,1
31907,TRL,UN/SP,trailer,1
31909,TRL,CYCLE,station wagon/sport utility vehicle,1
31910,TRL,HONDA,station wagon/sport utility vehicle,1
31911,TRL,QCTC,trailer,1
31912,TRL,STEDH,trailer,1
31913,TRL,YANG,trailer,1
31914,VEH,KUBIT,power shovel,1
