,Record Type,Make,Body Type,Registration Class
22919,TRL,KARIK,big truck,1
22920,VEH,CO/ME,trailer,1
22921,TRL,AAWEL,big truck,1
22922,TRL,PELS,trailer,1
22923,TRL,TABER,trailer,1
22925,VEH,NOVBA,bus,1
22926,TRL,KZJA,trailer,1
22928,VEH,ARTCI,multi-wheeled vehicle,1
22929,VEH,GMV,truck,1
22930,VEH,OHAWA,tractor,1
22931,VEH,FVTS,trailer,1
22932,TRL,COUSQ,trailer,1
22933,VEH,FLWD,trailer,1
22934,TRL,SWEST,trailer,1
22935,TRL,JT/JT,trailer,1
22936,TRL,SNOPR,big truck,1
22937,TRL,WINNE,van,1
22939,TRL,PONEY,trailer,1
22940,TRL,CA/CA,trailer,1
22941,TRL,SRTRC,trailer,1
22942,VEH,SUKUI,motorcycle,1
22943,TRL,JUBIL,trailer,1
22944,TRL,TRRT,trailer,1
22946,VEH,TOTEM,trailer,1
22947,VEH,JAGAU,sedan,1
22949,TRL,ASC,trailer,1
22950,VEH,FORK,station wagon/sport utility vehicle,1
22951,VEH,CRMA,trailer,1
22952,TRL,CIRJ,trailer,1
22953,VEH,NDMC,big truck,1
22954,TRL,SONEB,trailer,1
22955,TRL,TIPUP,trailer,1
22956,TRL,STLTE,trailer,1
22958,VEH,DIAL,trailer,1
22959,VEH,FR/CO,trailer,1
22960,TRL,CAMPF,trailer,1
22961,TRL,HOMEM,multi-wheeled vehicle,1
22963,TRL,MVDHE,trailer,1
22964,TRL,TR/LM,trailer,1
22965,VEH,JEEPF,station wagon/sport utility vehicle,1
22966,VEH,BERIN,tractor,1
22967,VEH,SUXUK,motorcycle,1
22968,TRL,RAMIK,trailer,1
22969,TRL,BAGGT,trailer,1
22971,VEH,ASPT,convertible,1
22972,TRL,SHRC,trailer,1
22973,VEH,RODS,motorcycle,1
22975,VEH,SHIP,trailer,1
22976,VEH,CCI,trailer,1
22978,VEH,REM,big truck,1
22979,TRL,FELLI,trailer,1
22981,TRL,FINIS,trailer,1
22982,VEH,FANTI,motorcycle,1
22983,VEH,STURG,motorcycle,1
22984,TRL,EASTT,trailer,1
22987,TRL,KIRKS,trailer,1
22988,VEH,JOHND,unknown,1
22989,VEH,GEOPR,snow plow,1
22990,TRL,HURST,multi-wheeled vehicle,1
22992,TRL,MIAT,trailer,1
22994,TRL,MAXEY,trailer,1
22995,TRL,SO/HE,trailer,1
22997,TRL,MATIC,trailer,1
22999,TRL,FALCO,trailer,1
23001,TRL,BENT,trailer,1
23002,VEH,VENTU,trailer,1
23003,VEH,ROKW,trailer,1
23004,TRL,GG,trailer,1
23006,TRL,KODIA,big truck,1
23007,VEH,MAXX,tractor,1
23008,VEH,SOOSA,power shovel,1
23009,TRL,HM/ST,trailer,1
23010,VEH,IRISH,motorcycle,1
23011,VEH,DOGDE,station wagon/sport utility vehicle,1
23012,TRL,SWEST,trailer,1
23013,VEH,BM/HA,tow truck / wrecker,1
23015,TRL,ARIS,station wagon/sport utility vehicle,1
23017,TRL,RANDO,trailer,1
23019,TRL,CHAX,trailer,1
23020,TRL,OWEN,trailer,1
23021,VEH,HINO,snow plow,1
23022,VEH,SEAR,trailer,1
23024,TRL,HM/TR,trailer,1
23025,VEH,SHEVR,station wagon/sport utility vehicle,1
23026,VEH,LANDU,trailer,1
23027,TRL,RANDE,trailer,1
23028,TRL,KRBY,trailer,1
23029,VEH,PE/BU,big truck,1
23030,TRL,NOTR,trailer,1
23031,TRL,SHLR,trailer,1
23032,TRL,SAIBE,trailer,1
23034,TRL,CYCLT,trailer,1
23035,VEH,SCHL,bus,1
23036,TRL,RTS,trailer,1
23037,TRL,BT/TE,station wagon/sport utility vehicle,1
23038,VEH,MC,convertible,1
23039,VEH,WITZ,trailer,1
23040,VEH,RAN,3-door,1
23041,VEH,ISUZA,station wagon/sport utility vehicle,1
23042,TRL,VL/HA,trailer,1
23043,VEH,VOG,motorcycle,1
23044,TRL,RE/NE,trailer,1
23045,VEH,FRECE,trailer,1
23046,TRL,VIBER,trailer,1
23048,TRL,KRISI,trailer,1
23049,TRL,MMFG,trailer,1
23050,VEH,LAZER,motorcycle,1
23052,VEH,MACKK,big truck,1
23054,TRL,MAGE,trailer,1
23055,VEH,CIMAT,motorcycle,1
23056,TRL,BA/CT,trailer,1
23057,TRL,DANCO,station wagon/sport utility vehicle,1
23058,VEH,NISAS,sedan,1
23059,VEH,LANCE,fire,1
23060,TRL,EL/WH,trailer,1
23061,TRL,THOPH,trailer,1
23062,VEH,FO/RV,trailer,1
23064,TRL,GROUN,big truck,1
23065,VEH,CAR,trailer,1
23067,TRL,BE/MO,trailer,1
23071,VEH,KOVAC,fire,1
23072,VEH,DIVCO,station wagon/sport utility vehicle,1
23073,VEH,AUG,3-door,1
23074,TRL,VI/FI,trailer,1
23075,VEH,NSVIS,truck,1
23076,TRL,MAGUM,trailer,1
23077,TRL,AE/TR,trailer,1
23078,TRL,UMC,trailer,1
23080,VEH,TRIBR,trailer,1
23081,TRL,TRUE,trailer,1
23082,TRL,TRACO,trailer,1
23083,VEH,TO/NO,big truck,1
23085,TRL,FONAT,trailer,1
23086,TRL,MORLO,trailer,1
23087,VEH,BROYH,big truck,1
23088,VEH,SANYS,motorcycle,1
23089,TRL,AS/SP,trailer,1
23090,TRL,SEED,trailer,1
23092,VEH,EZ/LO,big truck,1
23093,TRL,TCEC,trailer,1
23094,VEH,REPO,motorcycle,1
23095,TRL,YA/CU,trailer,1
23096,TRL,TR/TZ,trailer,1
23097,VEH,ALANT,trailer,1
23098,TRL,BWISE,trailer,1
23100,TRL,EC/AL,trailer,1
23101,TRL,JAVE,trailer,1
23102,VEH,INEX,motorcycle,1
23103,TRL,HRTO,trailer,1
23104,TRL,WINTO,trailer,1
23106,TRL,HEI,big truck,1
23107,VEH,BC/BR,snow plow,1
23109,VEH,AMGEN,big truck,1
23111,VEH,RENEG,trailer,1
23112,VEH,FMC,trailer,1
23114,TRL,EV/LI,trailer,1
23115,VEH,HINO,snow plow,1
23116,TRL,RE/PI,trailer,1
23118,TRL,AVEN,trailer,1
23119,VEH,VAUXH,sedan,1
23120,VEH,TLBE,trailer,1
23121,TRL,SU/DN,trailer,1
23122,TRL,TA/BT,trailer,1
23123,VEH,KCA,trailer,1
23124,TRL,COOK,trailer,1
23125,VEH,TRANL,trailer,1
23126,VEH,RY/MN,trailer,1
23128,TRL,HARD,station wagon/sport utility vehicle,1
23131,VEH,ACURE,sedan,1
23133,TRL,TINTO,trailer,1
23134,TRL,SNPOR,trailer,1
23135,TRL,CLASS,van,1
23136,TRL,ARTCA,trailer,1
23137,TRL,MFIYM,trailer,1
23138,VEH,JO/DE,3-door,1
23140,TRL,ARCO,trailer,1
23141,TRL,PU/CR,trailer,1
23142,VEH,GALLI,lift boom,1
23143,TRL,HLDR,trailer,1
23144,TRL,TRUTI,trailer,1
23145,TRL,HAUK,trailer,1
23146,VEH,MONTE,trailer,1
23147,VEH,FRHT,snow plow,1
23148,TRL,CRUDA,trailer,1
23149,TRL,JIMS,trailer,1
23150,VEH,DONAL,motorcycle,1
23151,TRL,LA/CA,trailer,1
23152,VEH,HMDE,3-door,1
23153,TRL,ALUMA,multi-wheeled vehicle,1
23154,TRL,GULST,trailer,1
23155,VEH,API,motorcycle,1
23156,VEH,FRP,station wagon/sport utility vehicle,1
23157,VEH,RAVI,snow plow,1
23160,VEH,MAC,big truck,1
23161,TRL,MQPOW,trailer,1
23162,TRL,MM,station wagon/sport utility vehicle,1
23164,VEH,KAEAS,motorcycle,1
23165,TRL,SW,trailer,1
23166,VEH,COLE,sedan,1
23167,VEH,STERI,big truck,1
23168,TRL,ARRET,trailer,1
23169,VEH,RE/CH,motorcycle,1
23170,TRL,SE/SC,trailer,1
23171,TRL,NEO,station wagon/sport utility vehicle,1
23172,TRL,STA,trailer,1
23174,TRL,QUEST,trailer,1
23175,TRL,SOU,trailer,1
23176,TRL,INTT,trailer,1
23177,TRL,TRRI,trailer,1
23179,TRL,PA/BE,trailer,1
23180,TRL,ZNGER,trailer,1
23181,TRL,BARTO,station wagon/sport utility vehicle,1
23182,VEH,FERR,sedan,1
23183,TRL,VA/CL,trailer,1
23184,TRL,WIZCO,trailer,1
23185,VEH,GRAVE,motorcycle,1
23186,TRL,ONKEN,trailer,1
23187,VEH,IZUSU,van,1
23188,TRL,SUPRA,trailer,1
23189,VEH,AL/CH,station wagon/sport utility vehicle,1
23190,VEH,HULL,big truck,1
23191,TRL,WTF,trailer,1
23192,TRL,DETAL,trailer,1
23196,VEH,DELTR,trailer,1
23198,VEH,GOLBR,trailer,1
23199,VEH,TOATA,multi-wheeled vehicle,1
23201,VEH,HOTCH,3-door,1
23202,TRL,FREMA,trailer,1
23203,TRL,CONS,trailer,1
23204,TRL,TRYY,trailer,1
23205,VEH,PERTE,big truck,1
23206,VEH,WCCXX,van,1
23207,VEH,JE/DO,power shovel,1
23209,TRL,AERLO,trailer,1
23210,VEH,DEFEN,3-door,1
23211,VEH,AMDR,trailer,1
23212,VEH,WORTH,van,1
23213,VEH,FEDER,snow plow,1
23214,TRL,CARRY,sedan,1
23216,TRL,HIL,trailer,1
23217,TRL,ARNDT,trailer,1
23218,TRL,LT/HA,trailer,1
23220,TRL,UL/TR,trailer,1
23221,TRL,TIWN,trailer,1
23222,TRL,TO/HM,trailer,1
23225,VEH,KA/CO,big truck,1
23227,VEH,STAND,convertible,1
23228,VEH,AMER,convertible,1
23229,TRL,KR/VN,trailer,1
23230,TRL,RICHL,trailer,1
23231,VEH,GRIZZ,trailer,1
23232,TRL,LAO,trailer,1
23233,TRL,BWISE,trailer,1
23235,VEH,TA/WI,trailer,1
23238,VEH,ALLIE,trailer,1
23241,VEH,DATS,convertible,1
23242,TRL,KEYTO,trailer,1
23243,VEH,UN/MR,trailer,1
23244,VEH,REFUS,big truck,1
23245,VEH,TATAO,motorcycle,1
23247,VEH,CARMT,trailer,1
23250,VEH,VOLKX,3-door,1
23251,TRL,SPOMA,trailer,1
23252,VEH,ROADR,trailer,1
23253,TRL,LAYTO,trailer,1
23255,TRL,PRIEF,trailer,1
23256,VEH,BANTL,3-door,1
23257,VEH,COMPA,motorcycle,1
23258,TRL,USA,trailer,1
23259,TRL,REMOR,trailer,1
23260,VEH,ENCO,trailer,1
23261,TRL,CATI,station wagon/sport utility vehicle,1
23264,TRL,NEWCO,trailer,1
23266,VEH,C&R,trailer,1
23267,TRL,SSTE,trailer,1
23268,TRL,BUZZA,trailer,1
23269,TRL,REYNO,trailer,1
23271,VEH,IH,big truck,1
23272,TRL,TM/TT,trailer,1
23273,VEH,BLU,van,1
23274,VEH,JOWET,convertible,1
23275,VEH,EGO,motorcycle,1
23276,TRL,CHEV,trailer,1
23277,TRL,VN/J,trailer,1
23278,TRL,T&N,trailer,1
23279,TRL,TR/RD,trailer,1
23280,VEH,HO/MA,station wagon/sport utility vehicle,1
23281,VEH,PTBLT,snow plow,1
23282,TRL,STR,trailer,1
23284,TRL,UTIC,trailer,1
23285,TRL,LD/R,trailer,1
23286,VEH,THUM,multi-wheeled vehicle,1
23287,VEH,DU/KA,trailer,1
23288,VEH,DLN,3-door,1
23289,VEH,BACKH,power shovel,1
23290,VEH,JINLI,motorcycle,1
23291,VEH,FOURH,motorcycle,1
23292,TRL,POCO,trailer,1
23293,TRL,C&D,station wagon/sport utility vehicle,1
23294,VEH,RJTRL,trailer,1
23295,VEH,PHOE,snow plow,1
23296,VEH,VO/WA,van,1
23297,TRL,HE/HL,station wagon/sport utility vehicle,1
23298,VEH,DIBLO,motorcycle,1
23299,VEH,DODHE,truck,1
23300,VEH,WH/GM,truck,1
23301,TRL,IN/SO,trailer,1
23302,VEH,AA,big truck,1
23304,VEH,ASVE,truck,1
23307,TRL,TRLEX,trailer,1
23308,TRL,LO/HO,trailer,1
23309,TRL,POOLI,trailer,1
23310,TRL,HOOP,big truck,1
23311,TRL,DE/WE,trailer,1
23312,TRL,KW,big truck,1
23313,TRL,NTRA,trailer,1
23314,TRL,TI/DW,trailer,1
23315,TRL,XPRE,trailer,1
23317,VEH,MECUR,3-door,1
23318,TRL,FL/LA,trailer,1
23320,VEH,FR/LN,tractor,1
23321,TRL,NAULM,trailer,1
23322,VEH,MJSC,trailer,1
23323,TRL,LEACH,trailer,1
23324,TRL,COLEL,trailer,1
23325,VEH,PLUMO,3-door,1
23326,TRL,ASSE,trailer,1
23327,VEH,TEXAS,trailer,1
23328,TRL,RAMI,trailer,1
23329,TRL,NOVEA,trailer,1
23330,TRL,FPRES,trailer,1
23331,VEH,NAVIG,lift boom,1
23332,VEH,EZ,trailer,1
23333,TRL,IN/MF,trailer,1
23334,VEH,FORDS,convertible,1
23335,VEH,KREID,motorcycle,1
23336,TRL,CHER,trailer,1
23337,VEH,MUSTA,snow plow,1
23339,VEH,ELGIN,tractor,1
23342,VEH,AC/CO,3-door,1
23344,TRL,HHAUL,trailer,1
23345,TRL,MIOBL,trailer,1
23347,VEH,TR/US,trailer,1
23348,TRL,DOTE,trailer,1
23349,TRL,FD/EX,trailer,1
23350,TRL,SOMME,trailer,1
23351,VEH,JA/GR,trailer,1
23352,TRL,SH/L,trailer,1
23353,TRL,EHO,trailer,1
23354,VEH,CADI,van,1
23355,TRL,RCKWD,trailer,1
23356,TRL,TR/PJ,trailer,1
23357,VEH,EH/WA,trailer,1
23359,TRL,TOA,trailer,1
23360,VEH,WA/LA,station wagon/sport utility vehicle,1
23362,TRL,PEACE,trailer,1
23363,VEH,SEAMC,trailer,1
23366,TRL,WELLS,trailer,1
23367,VEH,NISA,sedan,1
23368,VEH,BSACY,motorcycle,1
23369,VEH,WILLE,truck,1
23370,VEH,NEW,van,1
23371,VEH,LOADK,trailer,1
23372,VEH,DYNAH,lift boom,1
23373,TRL,IN/ST,big truck,1
23375,TRL,QU/CR,trailer,1
23376,TRL,FLOW,trailer,1
23378,TRL,CARM,station wagon/sport utility vehicle,1
23380,VEH,PENNC,big truck,1
23381,TRL,BL/VO,trailer,1
23382,VEH,PRO,bus,1
23383,VEH,GM,tow truck / wrecker,1
23384,TRL,RK/CA,trailer,1
23385,TRL,LELA,trailer,1
23386,VEH,CONT,sedan,1
23387,VEH,MULTI,lift boom,1
23388,VEH,LAYLA,3-door,1
23389,VEH,FLOWB,trailer,1
23391,VEH,EMERG,big truck,1
23392,TRL,MIDAS,trailer,1
23393,TRL,HARAV,trailer,1
23394,TRL,TRTON,trailer,1
23395,VEH,SR/TC,station wagon/sport utility vehicle,1
23396,TRL,UTCGT,trailer,1
23397,TRL,AMRIC,trailer,1
23399,TRL,TAH,trailer,1
23401,VEH,INTR,big truck,1
23402,TRL,EWES,trailer,1
23403,TRL,GERMA,station wagon/sport utility vehicle,1
23406,TRL,WILS,trailer,1
23407,TRL,WASHA,trailer,1
23410,TRL,BUDC,trailer,1
23411,VEH,HIABM,truck,1
23412,TRL,WISE,trailer,1
23413,VEH,DITCH,trailer,1
23414,TRL,LUX,trailer,1
23416,VEH,GEORT,trailer,1
23417,VEH,MARM,truck,1
23418,VEH,WINDJ,trailer,1
23419,VEH,EZHAU,trailer,1
23420,TRL,SNOBD,trailer,1
23421,TRL,RVRCN,trailer,1
23422,TRL,KLENT,trailer,1
23423,TRL,TA/AL,trailer,1
23424,VEH,LO/ST,multi-wheeled vehicle,1
23426,TRL,REMTE,big truck,1
23427,TRL,TOWLO,trailer,1
23430,VEH,JINAN,motorcycle,1
23431,VEH,PIER,station wagon/sport utility vehicle,1
23432,TRL,AZTK,trailer,1
23434,VEH,FAFR,3-door,1
23436,VEH,JJN,trailer,1
23437,TRL,UITIL,trailer,1
23438,TRL,HOWL,trailer,1
23439,TRL,TATEC,trailer,1
23440,VEH,H&H,trailer,1
23441,TRL,EAGR,trailer,1
23442,TRL,STRAT,trailer,1
23443,VEH,GAR,motorcycle,1
23446,VEH,ARIS,trailer,1
23450,VEH,L&S,big truck,1
23451,TRL,EAIBE,trailer,1
23452,TRL,TARRA,trailer,1
23453,VEH,GORD,truck,1
23455,TRL,FLERI,trailer,1
23456,VEH,LEPCH,trailer,1
23459,VEH,SUBU,station wagon/sport utility vehicle,1
23460,TRL,GRADA,trailer,1
23461,TRL,SHORW,trailer,1
23462,TRL,SCHIG,trailer,1
23463,VEH,DORD,van,1
23464,VEH,MGTD,3-door,1
23466,VEH,AMIR,motorcycle,1
23467,TRL,SCALI,trailer,1
23468,TRL,UTOW,trailer,1
23469,TRL,KE/IN,station wagon/sport utility vehicle,1
23470,VEH,CUT,convertible,1
23472,VEH,KAI,sedan,1
23473,VEH,CURR,trailer,1
23474,TRL,HO/CL,trailer,1
23475,TRL,RD/RV,trailer,1
23476,TRL,EC/TI,trailer,1
23477,TRL,TOPL,trailer,1
23478,TRL,TOWL,trailer,1
23479,VEH,ECON,trailer,1
23480,TRL,TILTO,trailer,1
23481,VEH,STAIR,station wagon/sport utility vehicle,1
23482,TRL,UL/P,trailer,1
23483,TRL,TROUL,trailer,1
23484,TRL,WAGEM,trailer,1
23485,TRL,LITR,trailer,1
23486,VEH,BURRO,lift boom,1
23487,TRL,CARMA,van,1
23488,TRL,HERCU,station wagon/sport utility vehicle,1
23490,TRL,MF/AB,trailer,1
23491,TRL,SR/TC,trailer,1
23493,VEH,CANM,motorcycle,1
23495,TRL,EASTW,trailer,1
23496,TRL,ST/AW,trailer,1
23497,TRL,SHLAN,trailer,1
23499,TRL,MOHT,trailer,1
23500,TRL,GE/PR,trailer,1
23501,VEH,BENTY,sedan,1
23502,TRL,TONCO,big truck,1
23503,TRL,RIVER,trailer,1
23504,TRL,TRAST,trailer,1
23506,TRL,TXBRA,trailer,1
23507,TRL,RE/ME,trailer,1
23509,TRL,SAUDE,trailer,1
23511,TRL,CARP,trailer,1
23512,TRL,LUBBU,trailer,1
23513,TRL,VCROS,trailer,1
23514,VEH,MERCE,truck,1
23515,TRL,SI/EA,truck,1
23516,VEH,BROYH,truck,1
23517,TRL,STRAI,trailer,1
23519,VEH,TR/KG,big truck,1
23520,VEH,DOD,van,1
23521,TRL,ETREM,trailer,1
23524,TRL,TP,trailer,1
23525,TRL,FINO,trailer,1
23526,TRL,JAMC,trailer,1
23527,TRL,RAM,big truck,1
23528,VEH,CFMET,multi-wheeled vehicle,1
23529,TRL,HUTST,trailer,1
23530,VEH,,trailer,1
23532,TRL,SAVN,trailer,1
23533,TRL,HMS,trailer,1
23535,TRL,USJT,trailer,1
23536,TRL,JTJTT,trailer,1
23537,VEH,FR,snow plow,1
23538,VEH,KOCHR,lift boom,1
23541,TRL,WI/WE,trailer,1
23542,VEH,AM/TR,trailer,1
23544,VEH,GBOY,trailer,1
23545,VEH,DODBE,station wagon/sport utility vehicle,1
23546,TRL,SHDM,trailer,1
23547,VEH,CUST,truck,1
23549,VEH,ALPI,trailer,1
23550,TRL,COMER,trailer,1
23552,VEH,AMER,trailer,1
23553,VEH,GOFOR,power shovel,1
23555,TRL,AL,trailer,1
23556,VEH,MU/AG,motorcycle,1
23557,TRL,RSI,trailer,1
23558,VEH,FRT,station wagon/sport utility vehicle,1
23559,TRL,PBL,trailer,1
23560,TRL,HAYS,trailer,1
23561,TRL,DRAGM,big truck,1
23562,VEH,IFC,bus,1
23563,SNOW,MOTOS,snow plow,1
23564,VEH,ROSAR,trailer,1
23565,TRL,GR/AN,trailer,1
23566,VEH,RC/CO,motorcycle,1
23567,TRL,VANGD,trailer,1
23568,VEH,NO/CO,motorcycle,1
23569,TRL,DANEN,trailer,1
23570,VEH,JE/TK,big truck,1
23572,TRL,TRIMA,trailer,1
23573,TRL,MACC,trailer,1
23574,TRL,KARIA,station wagon/sport utility vehicle,1
23575,TRL,JAMEO,trailer,1
23576,TRL,TAMDE,trailer,1
23577,TRL,SOMER,trailer,1
23579,TRL,APPEL,trailer,1
23580,TRL,MAC,tractor,1
23581,TRL,SN/PO,trailer,1
23582,VEH,SAXON,convertible,1
23584,VEH,SHEN,motorcycle,1
23585,TRL,STAR,motorcycle,1
23586,TRL,ALBY,trailer,1
23588,VEH,PJ/TR,station wagon/sport utility vehicle,1
23589,TRL,FTHRL,trailer,1
23590,TRL,EX/SE,trailer,1
23593,TRL,GT/DE,trailer,1
23595,TRL,LEWO,trailer,1
23596,VEH,DGEN,trailer,1
23597,TRL,PITS,trailer,1
23598,VEH,ME/B,station wagon/sport utility vehicle,1
23600,VEH,COMMO,convertible,1
23601,TRL,BABCA,trailer,1
23602,VEH,HAHN,fire,1
23605,VEH,RANCO,trailer,1
23606,TRL,DELPH,trailer,1
23607,TRL,PEQUA,big truck,1
23608,VEH,CGEVR,station wagon/sport utility vehicle,1
23609,VEH,MORRI,sedan,1
23610,TRL,COXCO,trailer,1
23611,TRL,BUTLE,station wagon/sport utility vehicle,1
23612,VEH,HYMER,trailer,1
23613,VEH,DYMX,trailer,1
23614,TRL,IR/KI,trailer,1
23615,TRL,AH/HA,trailer,1
23616,TRL,FORW,trailer,1
23617,VEH,PONTA,sedan,1
23618,VEH,MILLA,trailer,1
23619,VEH,KWASK,motorcycle,1
23620,TRL,REISE,station wagon/sport utility vehicle,1
23621,TRL,TX/NX,trailer,1
23622,TRL,ARIST,trailer,1
23623,VEH,ESC,trailer,1
23625,TRL,DIMON,trailer,1
23626,TRL,QALIT,trailer,1
23627,TRL,PARI,trailer,1
23628,VEH,HUSGV,motorcycle,1
23629,VEH,TIOGA,truck,1
23630,TRL,NUWAY,trailer,1
23633,TRL,LI/JO,trailer,1
23634,VEH,NAVIS,big truck,1
23636,TRL,CAHPA,trailer,1
23637,TRL,MONGO,big truck,1
23638,VEH,CA/SP,trailer,1
23639,VEH,IR,tractor,1
23641,VEH,KAI,motorcycle,1
23642,TRL,MONA,trailer,1
23643,TRL,CHTRA,trailer,1
23645,TRL,JAMAY,trailer,1
23646,VEH,KIPE,trailer,1
23649,VEH,DONFO,motorcycle,1
23650,VEH,KZZZZ,trailer,1
23651,TRL,WE/CA,trailer,1
23652,VEH,PARTE,trailer,1
23654,TRL,OFFIC,trailer,1
23655,VEH,GRADS,snow plow,1
23657,TRL,INTT,trailer,1
23658,VEH,BB,trailer,1
23659,VEH,AH/FO,big truck,1
23660,TRL,HNS,trailer,1
23661,TRL,TYLT,trailer,1
23662,VEH,THU,motorcycle,1
23663,VEH,SERTA,bus,1
23664,TRL,RPTW,trailer,1
23665,TRL,SCHU,trailer,1
23667,TRL,FLTW,trailer,1
23668,TRL,ES/DU,trailer,1
23669,VEH,UBL,motorcycle,1
23670,VEH,MUS,convertible,1
23671,SNOW,ARTCC,snow plow,1
23672,TRL,WO/AN,trailer,1
23673,TRL,CURA,trailer,1
23674,TRL,BLIZZ,multi-wheeled vehicle,1
23675,TRL,KERV,trailer,1
23676,TRL,BURNI,trailer,1
23677,TRL,ASHPA,trailer,1
23678,TRL,SN/OR,trailer,1
23679,TRL,GENRE,trailer,1
23680,TRL,JACOB,station wagon/sport utility vehicle,1
23682,TRL,MNDI,trailer,1
23683,VEH,CUSTO,van,1
23684,TRL,TY/BO,trailer,1
23685,TRL,WILDT,trailer,1
23686,VEH,ST/ST,fire,1
23687,TRL,KI,trailer,1
23688,VEH,TEXA,trailer,1
23690,VEH,HUSWV,motorcycle,1
23691,TRL,CALLI,trailer,1
23692,TRL,J&CMA,trailer,1
23693,TRL,ELETI,trailer,1
23694,TRL,DOVE,trailer,1
23695,VEH,QVAL,3-door,1
23697,SNOW,POLIA,snow plow,1
23698,TRL,CN/ON,trailer,1
23700,VEH,PNEUM,truck,1
23701,SNOW,MADIS,snow plow,1
23702,TRL,OSH,trailer,1
23703,TRL,BSH,trailer,1
23704,VEH,CLARK,trailer,1
23705,TRL,BULLR,trailer,1
23706,VEH,STA,station wagon/sport utility vehicle,1
23707,TRL,RWAG,trailer,1
23708,TRL,DAIR,trailer,1
23709,TRL,ME/HO,trailer,1
23710,VEH,CEV,truck,1
23711,TRL,MASO,trailer,1
23712,VEH,ETNY,trailer,1
23713,TRL,SYLUA,trailer,1
23714,VEH,STARS,bus,1
23716,TRL,TLTT,big truck,1
23717,TRL,AM/AH,trailer,1
23718,TRL,TSP,trailer,1
23719,TRL,TRPL,trailer,1
23722,TRL,ALPI,trailer,1
23723,TRL,TEMIS,trailer,1
23724,TRL,BECH,trailer,1
23725,TRL,GD/RV,trailer,1
23726,TRL,PREIE,trailer,1
23727,TRL,NO/RI,trailer,1
23728,VEH,HMADE,trailer,1
23729,VEH,CA/O,trailer,1
23730,TRL,HOLME,big truck,1
23731,VEH,NISAA,station wagon/sport utility vehicle,1
23732,TRL,IVERS,trailer,1
23733,TRL,AEROL,trailer,1
23734,VEH,MOR,3-door,1
23735,TRL,BWD,trailer,1
23736,TRL,LIBBY,trailer,1
23737,TRL,DR/WO,trailer,1
23738,TRL,LAROC,trailer,1
23739,VEH,WILLE,3-door,1
23740,VEH,CHEVO,bus,1
23741,VEH,FR/LI,truck,1
23742,VEH,ASPLU,trailer,1
23743,VEH,KOERR,lift boom,1
23744,VEH,FORS,sedan,1
23745,TRL,FREED,trailer,1
23746,TRL,EXCOR,trailer,1
23747,TRL,HAUML,trailer,1
23750,VEH,N&N,trailer,1
23751,TRL,GRATD,trailer,1
23752,TRL,BG/TR,trailer,1
23753,TRL,RALL,trailer,1
23756,VEH,AM/YT,bus,1
23757,VEH,ING,trailer,1
23758,TRL,LUDO,trailer,1
23759,VEH,GR/IN,trailer,1
23761,VEH,DRESS,tractor,1
23763,TRL,PAL,trailer,1
23764,VEH,CL/CH,motorcycle,1
23765,VEH,AIMX,motorcycle,1
23766,VEH,LIFA,motorcycle,1
23767,TRL,TOBLA,trailer,1
23771,VEH,RO/MO,fire,1
23772,TRL,HYSSE,trailer,1
23774,VEH,SKAM,trailer,1
23776,VEH,MA/CR,trailer,1
23777,VEH,OLSKO,big truck,1
23778,VEH,SIZI,motorcycle,1
23779,TRL,RACET,trailer,1
23780,TRL,AT/CR,trailer,1
23781,VEH,COUGA,3-door,1
23782,TRL,GRAY,trailer,1
23784,VEH,BOBC,truck,1
23785,TRL,BTMI,trailer,1
23786,TRL,SGAE,trailer,1
23787,VEH,MCAK,big truck,1
23788,TRL,HVY,station wagon/sport utility vehicle,1
23789,VEH,INTEN,trailer,1
23790,TRL,PRCG,trailer,1
23792,TRL,WELMA,trailer,1
23793,VEH,SIERR,station wagon/sport utility vehicle,1
23794,VEH,YAM,motorcycle,1
23795,TRL,DENAI,trailer,1
23796,TRL,DURA,trailer,1
23798,TRL,CCRV,trailer,1
23799,VEH,PASIO,trailer,1
23802,TRL,PO/EL,trailer,1
23804,VEH,KENSW,snow plow,1
23806,TRL,HHOME,trailer,1
23807,TRL,AM/FL,trailer,1
23808,TRL,BK/TL,trailer,1
23810,TRL,HINDE,trailer,1
23811,TRL,OL/SA,trailer,1
23812,VEH,HOBDA,motorcycle,1
23813,VEH,QMC,motorcycle,1
23815,VEH,KI/MI,3-door,1
23816,TRL,MONOB,trailer,1
23817,VEH,DODHE,station wagon/sport utility vehicle,1
23819,TRL,DNEAR,trailer,1
23820,VEH,SK/WA,trailer,1
23821,TRL,TAYLO,big truck,1
23822,VEH,YAMAH,tractor,1
23823,VEH,CEMOT,multi-wheeled vehicle,1
23824,TRL,TSNYI,trailer,1
23825,TRL,MIIC,trailer,1
23826,VEH,MBENZ,sedan,1
23827,VEH,KAWAS,tractor,1
23829,VEH,LNDRO,3-door,1
23830,TRL,JA/WE,trailer,1
23831,TRL,ROBER,trailer,1
23832,VEH,VOLKD,sedan,1
23833,VEH,DHEV,truck,1
23834,TRL,DURAN,trailer,1
23835,VEH,LOED,power shovel,1
23836,VEH,BE/CR,trailer,1
23837,VEH,CAT,van,1
23839,VEH,THMOA,station wagon/sport utility vehicle,1
23840,VEH,SUN,3-door,1
23841,TRL,RHODE,trailer,1
